Precursor Mz,Average Measured Retention Time
829.381213,37.57
634.641081,37.57
484.596642,37.57
467.257328,37.57
651.872433,37.57
651.980208,37.57
606.787512,37.57
677.815078,37.57
472.901731,37.57
581.790578,37.57
431.905587,37.57
611.262184,37.57
835.983979,37.57
428.237784,37.57
427.776545,37.57
612.313697,37.57
559.775459,37.57
799.425896,37.57
559.326796,37.57
711.820792,37.57
501.753798,37.57
500.282723,37.57
498.804779,37.57
644.835851,37.57
618.766057,37.57
653.31274,37.57
536.293287,37.57
436.739825,37.58
729.857177,37.58
687.342029,37.58
437.571439,37.58
455.729457,37.58
600.942043,37.58
601.306592,37.58
735.87537,37.58
545.796194,37.58
671.336549,37.58
502.779816,37.58
848.394655,37.58
566.617777,37.58
457.768917,37.58
429.721435,37.58
749.836442,37.58
753.836973,37.58
479.24913,37.59
486.75908,37.59
657.338423,37.59
558.757069,37.59
483.237981,37.59
574.81151,37.59
480.27077,37.59
479.805834,37.59
499.29309,37.59
591.809302,37.59
498.566025,37.59
642.331859,37.59
438.198324,37.59
771.448505,37.59
772.890497,37.59
504.789849,37.59
505.748713,37.59
436.745442,37.59
774.864814,37.59
616.77681,37.59
408.252903,37.59
445.2531,37.59
453.761426,37.59
479.745639,37.6
689.999157,37.6
690.032244,37.6
591.84007,37.6
582.289888,37.6
696.832451,37.6
481.761289,37.6
816.920643,37.6
506.72778,37.6
640.299298,37.6
557.235112,37.6
427.776545,37.6
788.885412,37.6
792.857511,37.6
478.23131,37.6
542.628782,37.6
674.32297,37.6
426.859492,37.6
508.766571,37.6
477.250557,37.6
699.372797,37.6
715.862074,37.6
613.974283,37.61
704.804087,37.61
702.877716,37.61
705.822803,37.61
495.753798,37.61
495.704602,37.61
818.796568,37.61
675.34404,37.61
436.238938,37.61
683.323304,37.61
604.990268,37.61
464.248349,37.61
447.218537,37.61
853.447025,37.61
615.346051,37.61
409.872106,37.61
674.806099,37.62
668.330598,37.62
602.326993,37.62
539.582838,37.62
595.750072,37.62
736.67943,37.62
457.756341,37.62
429.755809,37.62
742.664226,37.62
675.812238,37.62
479.271824,37.62
928.375279,37.62
754.865002,37.62
492.316034,37.62
624.803693,37.62
566.790912,37.62
608.309469,37.62
631.81353,37.62
432.732334,37.63
500.240418,37.63
631.793326,37.63
454.26601,37.63
767.874513,37.63
408.252903,37.63
450.287277,37.63
768.381451,37.63
772.370983,37.63
489.23405,37.63
408.229762,37.63
488.563555,37.63
557.972771,37.63
546.806031,37.63
496.739499,37.63
543.811313,37.63
471.781304,37.64
419.737085,37.64
418.734877,37.64
523.77747,37.64
503.235438,37.64
559.774208,37.64
551.790578,37.64
632.935834,37.64
595.303329,37.64
603.322242,37.64
832.387164,37.64
803.378808,37.64
585.933765,37.64
610.623696,37.64
501.771991,37.64
432.258519,37.64
709.295078,37.65
417.894576,37.65
417.235044,37.65
439.913971,37.65
824.363886,37.65
716.972391,37.65
455.908885,37.65
647.285192,37.65
457.252652,37.65
656.004465,37.65
608.812041,37.65
609.816604,37.65
407.571433,37.65
859.895454,37.65
413.218006,37.65
566.792597,37.65
433.215463,37.65
746.851706,37.66
752.849352,37.66
433.905364,37.66
553.795663,37.66
501.776939,37.66
469.2531,37.66
470.230156,37.66
468.742899,37.66
453.240524,37.66
628.845884,37.66
445.758352,37.66
536.734414,37.66
533.283057,37.67
620.2741,37.67
547.80128,37.67
486.243263,37.67
485.709688,37.67
691.998039,37.67
691.338955,37.67
477.253776,37.67
477.274366,37.67
800.049573,37.67
467.731143,37.67
530.275095,37.67
662.343174,37.67
551.790578,37.67
789.897168,37.68
451.240524,37.68
410.719227,37.68
595.82442,37.68
673.298964,37.68
606.769319,37.68
442.736562,37.68
716.350476,37.68
716.350476,37.68
715.007658,37.68
432.222134,37.68
703.975195,37.68
586.280942,37.68
707.382831,37.68
647.325316,37.68
645.764037,37.68
456.184922,37.68
441.239992,37.68
416.742368,37.68
528.290882,37.68
409.887533,37.68
648.334935,37.68
408.906816,37.68
683.312071,37.68
441.877362,37.69
420.781296,37.69
849.375364,37.69
656.336215,37.69
655.382968,37.69
453.276378,37.69
459.256174,37.69
823.345497,37.69
561.242929,37.69
725.862262,37.69
658.816801,37.69
425.218948,37.69
730.697255,37.69
561.780544,37.69
675.781469,37.69
550.308937,37.69
429.231077,37.69
747.366855,37.7
545.25026,37.7
748.832982,37.7
679.665672,37.7
757.360753,37.7
494.267073,37.7
445.897875,37.7
403.89614,37.7
631.633927,37.7
764.349716,37.7
461.735074,37.7
404.20341,37.7
462.227082,37.7
771.354279,37.7
494.952425,37.7
642.306069,37.7
474.243263,37.7
470.695092,37.7
497.253631,37.71
650.318022,37.71
543.798737,37.71
506.9427,37.71
418.711068,37.71
450.766708,37.71
451.245832,37.71
665.317688,37.71
603.315717,37.71
669.357285,37.71
581.290942,37.71
817.390527,37.71
456.287277,37.71
435.714476,37.71
658.84757,37.72
438.742899,37.72
439.705459,37.72
558.798403,37.72
402.2109,37.72
452.877474,37.72
459.921014,37.72
797.385767,37.72
849.859788,37.72
860.383764,37.73
475.78015,37.73
484.284203,37.73
735.844601,37.73
429.239992,37.73
633.774602,37.73
569.787315,37.73
603.313363,37.73
588.597331,37.73
576.282585,37.73
549.254162,37.73
583.764225,37.73
504.740888,37.73
631.811518,37.74
629.303861,37.74
537.753472,37.74
505.247157,37.74
493.269281,37.74
410.731803,37.74
497.7645,37.74
555.626267,37.74
617.937898,37.74
468.214506,37.74
466.700177,37.74
636.814584,37.74
515.290016,37.74
772.862991,37.74
642.280682,37.74
518.258913,37.74
516.938733,37.74
522.277637,37.74
471.245609,37.74
419.718893,37.74
666.327524,37.74
557.276185,37.74
476.22835,37.74
685.825346,37.74
507.60492,37.74
693.84335,37.74
436.26601,37.75
542.752606,37.75
551.757889,37.75
519.266738,37.75
589.297712,37.75
443.243066,37.75
624.291139,37.75
550.784764,37.75
640.268295,37.75
551.609498,37.75
655.346583,37.75
463.235576,37.75
542.22983,37.76
705.651763,37.76
601.330401,37.76
422.222581,37.76
563.799891,37.76
667.346583,37.76
444.742899,37.76
834.378479,37.76
573.287868,37.76
728.321393,37.76
826.923186,37.76
436.739825,37.76
438.245275,37.77
413.221268,37.77
569.269812,37.77
545.772385,37.77
544.790381,37.77
675.330795,37.77
537.805696,37.77
537.28292,37.77
538.256371,37.77
765.885935,37.77
505.619446,37.78
470.554114,37.78
512.626601,37.78
619.317591,37.78
546.795466,37.78
508.298373,37.78
556.296361,37.78
507.276052,37.78
511.766905,37.78
543.954718,37.78
436.229624,37.78
591.792794,37.78
543.798737,37.78
881.425432,37.79
898.882109,37.79
417.732,37.79
655.784446,37.79
455.789652,37.79
658.328056,37.79
447.553168,37.79
611.28083,37.79
593.824952,37.79
593.806759,37.79
824.894291,37.79
702.837399,37.79
605.788566,37.79
686.838787,37.79
709.357147,37.79
475.236592,37.79
610.290419,37.79
816.391581,37.8
653.337444,37.8
494.598822,37.8
615.327859,37.8
728.68071,37.8
425.718893,37.8
724.865671,37.8
827.92012,37.8
740.373217,37.8
562.321514,37.8
737.336223,37.8
569.273183,37.8
457.229959,37.81
489.23405,37.81
488.923306,37.81
467.23745,37.81
465.771991,37.81
472.75039,37.81
505.893018,37.81
505.758026,37.81
538.281865,37.81
631.84555,37.81
755.851372,37.81
509.26655,37.81
909.41665,37.81
473.271824,37.81
546.617548,37.81
584.923767,37.81
538.257039,37.81
423.732,37.82
597.92276,37.82
680.976352,37.82
523.581497,37.82
529.795663,37.82
454.888328,37.82
580.775124,37.82
580.775124,37.82
530.266215,37.82
587.819335,37.82
511.274004,37.82
447.728737,37.82
779.333543,37.82
453.719424,37.82
662.270403,37.82
551.80877,37.82
783.933553,37.82
569.623808,37.82
499.766905,37.82
627.838059,37.82
813.346651,37.83
822.373388,37.83
658.346248,37.83
614.275856,37.83
714.875704,37.83
669.332807,37.83
647.343509,37.83
639.332807,37.83
679.315145,37.83
707.888083,37.83
648.806956,37.83
841.933416,37.83
713.859,37.83
653.797554,37.83
492.274701,37.83
605.269486,37.83
437.716881,37.83
662.819343,37.83
470.239469,37.84
853.401507,37.84
405.721435,37.84
566.968915,37.84
873.373397,37.84
588.818281,37.84
868.410305,37.84
583.793652,37.84
899.434312,37.84
408.222134,37.84
489.766374,37.84
490.257409,37.84
461.735074,37.84
584.261547,37.84
505.935323,37.84
411.55422,37.84
498.263467,37.84
505.785098,37.85
676.323641,37.85
509.76182,37.85
481.224016,37.85
536.74891,37.85
477.241678,37.85
525.279313,37.85
584.801477,37.85
584.759474,37.85
625.802639,37.85
508.310949,37.85
528.753464,37.85
566.271832,37.85
447.6973,37.85
511.954718,37.85
660.849627,37.86
638.777341,37.86
545.958239,37.86
589.242047,37.86
643.313894,37.86
622.815115,37.86
478.774199,37.86
796.380297,37.86
564.306395,37.86
653.877519,37.86
634.791306,37.86
680.788575,37.87
597.273715,37.87
509.282388,37.87
540.26113,37.87
475.936887,37.87
975.414404,37.87
548.767102,37.87
831.92828,37.87
713.32499,37.87
816.374491,37.87
727.877913,37.87
539.953377,37.87
615.294239,37.87
573.981155,37.87
470.21566,37.87
577.788704,37.87
561.272355,37.87
844.009516,37.87
510.254262,37.87
510.254944,37.87
464.56864,37.88
466.242199,37.88
460.723318,37.88
494.750921,37.88
533.76182,37.88
532.790381,37.88
529.252774,37.88
473.587312,37.88
422.729792,37.88
629.265555,37.88
546.775262,37.88
852.38069,37.88
597.335487,37.88
598.283117,37.88
451.266344,37.88
443.273835,37.89
552.26113,37.89
565.775459,37.89
494.769114,37.89
587.820004,37.89
494.769114,37.89
547.264007,37.89
439.721967,37.89
525.290548,37.89
510.771657,37.89
447.269418,37.89
686.32297,37.89
448.233592,37.89
582.284271,37.89
438.710879,37.89
880.403346,37.89
587.967463,37.89
408.887644,37.89
693.372797,37.89
777.346651,37.89
781.859394,37.9
626.765091,37.9
789.40089,37.9
785.724027,37.9
560.287671,37.9
656.283648,37.9
612.298767,37.9
594.302734,37.9
563.826963,37.9
541.230871,37.9
656.784643,37.9
701.886072,37.9
702.341694,37.9
820.873555,37.9
683.826311,37.9
803.439003,37.9
708.839319,37.9
499.790715,37.91
717.810227,37.91
560.76384,37.91
974.958348,37.91
663.812238,37.91
850.397729,37.91
517.270967,37.91
645.338423,37.91
489.221474,37.91
489.256174,37.91
570.840405,37.91
733.85972,37.91
729.841664,37.91
568.274237,37.91
737.877193,37.91
485.731143,37.91
477.237981,37.92
872.817697,37.92
847.377951,37.92
747.346897,37.92
553.294522,37.92
900.92358,37.92
751.383893,37.92
751.336274,37.92
444.245275,37.92
619.336018,37.92
408.562938,37.92
443.571216,37.92
524.723849,37.92
694.801871,37.92
511.790715,37.92
439.257515,37.93
928.424475,37.93
499.568752,37.93
512.282723,37.93
633.832442,37.93
474.750201,37.93
412.859643,37.93
691.867348,37.93
409.24695,37.93
772.839181,37.93
941.426683,37.93
938.957765,37.93
778.389176,37.93
774.886269,37.93
471.9038,37.93
782.391718,37.93
783.897168,37.93
476.237784,37.93
654.311017,37.93
550.819138,37.94
479.751255,37.94
487.582004,37.94
665.335881,37.94
445.24422,37.94
542.232935,37.94
612.767742,37.94
611.34552,37.94
715.850841,37.94
707.326156,37.94
474.797477,37.94
469.2531,37.94
453.241678,37.94
457.234907,37.95
720.351008,37.95
499.904924,37.95
568.272552,37.95
472.269615,37.95
869.928999,37.95
849.397532,37.95
582.773016,37.95
731.862931,37.95
668.829908,37.95
666.672827,37.95
522.308406,37.95
735.359025,37.95
750.844267,37.95
565.287148,37.96
587.277115,37.96
587.277115,37.96
494.774731,37.96
536.754961,37.96
756.336186,37.96
520.808573,37.96
757.641204,37.96
454.736563,37.96
851.925737,37.96
448.264892,37.96
455.254216,37.96
408.758155,37.96
498.801083,37.96
529.261653,37.96
500.224539,37.96
542.72722,37.96
686.341163,37.96
680.844404,37.96
416.865852,37.96
556.308937,37.97
542.779679,37.97
459.25796,37.97
661.328155,37.97
624.306069,37.97
422.19023,37.97
595.967017,37.97
421.566571,37.97
483.237981,37.97
430.247817,37.97
658.843873,37.97
490.57703,37.97
657.349573,37.97
468.717512,37.98
708.33113,37.98
714.875704,37.98
676.804551,37.98
704.893366,37.98
576.822212,37.98
415.242535,37.98
713.766116,37.98
490.239071,37.98
459.91263,37.98
499.323859,37.98
819.684737,37.98
568.278169,37.98
599.290942,37.98
853.428832,37.99
503.267892,37.99
415.734543,37.99
482.221277,37.99
473.266207,37.99
415.208161,37.99
416.231634,37.99
415.248152,37.99
579.780544,37.99
447.737617,37.99
533.816398,37.99
556.782753,37.99
491.28792,37.99
433.573614,37.99
748.335032,37.99
631.811518,37.99
753.319905,37.99
597.266412,37.99
508.308321,37.99
548.293287,37.99
514.821149,37.99
455.729457,38
585.635936,38
502.772188,38
528.777273,38
904.90525,38
588.316959,38
511.251088,38
595.288399,38
592.325119,38
642.333141,38
556.24548,38
772.356487,38
688.687136,38
633.861869,38
562.792066,38.01
925.424141,38.01
773.878444,38.01
658.3413,38.01
788.369594,38.01
470.239469,38.01
450.250891,38.01
701.370255,38.01
539.264196,38.01
702.355609,38.01
477.750535,38.01
676.84757,38.01
548.776416,38.01
465.766374,38.02
539.265881,38.02
509.27744,38.02
493.287474,38.02
502.747127,38.02
472.739825,38.02
460.584513,38.02
510.272021,38.02
509.271824,38.02
713.838453,38.02
717.311025,38.02
567.79312,38.02
517.232895,38.02
517.261653,38.02
518.277106,38.02
575.790578,38.02
722.661315,38.02
800.872836,38.02
729.272286,38.02
521.807519,38.02
505.269281,38.02
419.208692,38.03
436.215129,38.03
496.255119,38.03
669.85424,38.03
463.768917,38.03
513.595189,38.03
557.279126,38.03
505.608659,38.03
506.266541,38.03
440.565185,38.03
447.737617,38.03
418.21906,38.03
628.764234,38.03
442.72926,38.03
455.71295,38.03
400.21906,38.03
400.21906,38.03
543.74617,38.04
587.931367,38.04
862.92286,38.04
409.875405,38.04
555.802434,38.04
555.284792,38.04
410.226326,38.04
591.635713,38.04
649.641193,38.04
518.914699,38.04
479.760569,38.04
765.996029,38.04
437.208692,38.04
433.776545,38.04
917.476314,38.04
593.285994,38.04
559.795663,38.04
573.785492,38.04
436.758018,38.04
472.727249,38.04
593.796194,38.04
893.412856,38.04
627.327859,38.04
628.263347,38.04
786.715977,38.04
782.674061,38.04
476.710022,38.05
526.748378,38.05
432.289288,38.05
788.366658,38.05
613.348594,38.05
665.354073,38.05
531.766048,38.05
949.377299,38.05
605.796194,38.05
492.777273,38.05
573.278989,38.05
461.542314,38.05
500.313492,38.05
825.749347,38.05
473.740691,38.05
472.224008,38.05
709.353934,38.05
485.913976,38.05
411.557964,38.05
484.943818,38.06
472.737814,38.06
473.253631,38.06
566.805173,38.06
517.610616,38.06
473.746073,38.06
418.711068,38.06
819.415725,38.06
645.333475,38.06
435.559088,38.06
585.301112,38.06
580.299213,38.06
580.298047,38.06
496.263999,38.06
496.239294,38.06
545.280377,38.06
726.327867,38.06
504.603685,38.06
495.748181,38.06
734.335889,38.06
508.745116,38.06
533.763506,38.06
735.668247,38.06
514.220419,38.06
409.219394,38.06
743.854634,38.06
405.531526,38.07
553.937727,38.07
745.870284,38.07
684.32521,38.07
552.293819,38.07
845.414868,38.07
566.282397,38.07
510.748516,38.07
619.658629,38.07
586.802631,38.07
555.306729,38.07
617.338561,38.07
510.605031,38.07
616.942877,38.07
475.276909,38.07
596.287345,38.07
590.303852,38.07
681.330795,38.07
650.348791,38.07
603.626883,38.07
632.841467,38.08
552.288202,38.08
433.224342,38.08
437.255642,38.08
593.304186,38.08
532.274563,38.08
437.238566,38.08
454.228047,38.08
527.255316,38.08
528.290213,38.08
449.23745,38.08
627.819866,38.08
798.896834,38.08
453.737617,38.08
783.369367,38.08
592.971096,38.08
627.300836,38.08
577.26031,38.08
577.250762,38.08
501.272355,38.09
490.272158,38.09
490.227613,38.09
488.760235,38.09
501.265487,38.09
467.229821,38.09
464.912518,38.09
510.244949,38.09
502.272158,38.09
469.2531,38.09
466.240189,38.09
742.349185,38.09
407.543432,38.09
705.367181,38.09
606.263728,38.09
662.815412,38.09
568.23055,38.09
803.379031,38.09
504.75908,38.09
571.806228,38.09
808.387599,38.09
753.370786,38.09
517.28127,38.09
645.338423,38.09
713.811381,38.1
815.931011,38.1
725.891689,38.1
722.87191,38.1
530.266215,38.1
533.280436,38.1
447.732,38.1
822.851569,38.1
671.321385,38.1
731.987034,38.1
737.344434,38.1
513.281668,38.1
439.71635,38.1
983.93161,38.1
516.777273,38.1
584.803488,38.1
854.934282,38.1
564.758755,38.1
457.910232,38.1
712.346248,38.1
502.931913,38.1
682.662656,38.1
844.434115,38.1
409.725663,38.1
898.749406,38.11
408.872895,38.11
859.415587,38.11
601.834985,38.11
491.736759,38.11
758.901919,38.11
766.32773,38.11
559.793652,38.11
560.26185,38.11
560.275095,38.11
528.290213,38.12
643.310631,38.12
643.811518,38.12
467.758883,38.12
531.268424,38.12
627.610793,38.12
608.320033,38.12
602.837862,38.12
461.77146,38.12
457.750724,38.12
448.261062,38.12
540.806031,38.12
464.776742,38.12
593.309803,38.12
673.849589,38.12
613.296027,38.12
467.224873,38.12
496.924647,38.12
660.799328,38.12
464.629283,38.12
496.792392,38.12
471.279983,38.12
472.294767,38.12
485.290016,38.12
497.271824,38.12
679.840276,38.12
656.336215,38.12
654.752812,38.13
560.759474,38.13
481.732531,38.13
715.829385,38.13
662.828223,38.13
569.80877,38.13
702.790449,38.13
419.208692,38.13
599.792263,38.13
600.790775,38.13
601.816792,38.13
663.316968,38.13
439.763969,38.13
447.21292,38.13
599.285994,38.13
438.226326,38.13
716.854969,38.13
736.396804,38.13
735.374483,38.13
553.254025,38.13
827.745379,38.14
671.314425,38.14
414.205952,38.14
413.755278,38.14
674.64857,38.14
675.817855,38.14
508.292756,38.14
501.758746,38.14
537.806365,38.14
751.826705,38.14
751.912287,38.14
430.229624,38.14
858.462341,38.15
637.820398,38.15
694.972614,38.15
622.279854,38.15
693.834036,38.15
544.303321,38.15
552.29583,38.15
594.959034,38.15
684.823137,38.15
624.825149,38.15
756.898845,38.15
633.641193,38.15
915.768912,38.15
541.240198,38.15
761.333048,38.15
527.246003,38.15
769.909024,38.15
453.715493,38.15
651.329283,38.15
453.768386,38.15
489.923194,38.15
770.349716,38.16
661.008098,38.16
534.609164,38.16
493.244946,38.16
785.827563,38.16
682.834993,38.16
430.903295,38.16
499.785098,38.16
466.737814,38.16
658.308612,38.16
470.755287,38.16
579.787504,38.16
518.764166,38.16
576.306395,38.16
744.835388,38.16
571.953377,38.17
616.335684,38.17
494.742042,38.17
495.904924,38.17
645.830431,38.17
721.976858,38.17
717.374447,38.17
533.269812,38.17
552.760766,38.17
739.883529,38.17
517.750398,38.17
575.767437,38.17
494.248349,38.17
831.918297,38.18
413.208692,38.18
581.819335,38.18
590.280711,38.18
595.285137,38.18
631.800285,38.18
555.798737,38.18
557.783618,38.18
591.268098,38.18
518.752607,38.18
493.766905,38.18
557.309272,38.18
421.752735,38.18
433.229959,38.18
640.983007,38.18
437.250694,38.18
624.811322,38.18
625.769516,38.18
686.326667,38.19
909.420347,38.19
448.739825,38.19
688.862065,38.19
763.875901,38.19
488.765851,38.19
625.308277,38.19
864.446502,38.19
771.687419,38.19
946.929059,38.19
627.340435,38.19
622.755355,38.19
465.239992,38.19
661.829042,38.19
776.428104,38.19
407.733823,38.19
627.333475,38.19
430.229624,38.19
668.837536,38.19
627.80729,38.19
613.750072,38.2
787.892083,38.2
611.327327,38.2
538.773873,38.2
539.798206,38.2
415.905648,38.2
473.575572,38.2
653.290616,38.2
740.812967,38.2
659.349125,38.2
567.287868,38.2
567.266412,38.2
659.793514,38.2
657.274966,38.2
537.249214,38.2
517.743096,38.2
463.723652,38.2
521.288005,38.2
545.787315,38.2
463.886415,38.2
406.242869,38.21
459.241678,38.21
516.24888,38.21
721.85972,38.21
597.293484,38.21
518.237458,38.21
724.878247,38.21
722.344768,38.21
670.773222,38.21
669.827168,38.21
537.802434,38.21
503.264196,38.21
675.643373,38.21
733.342929,38.21
488.257662,38.21
429.774002,38.21
487.748713,38.22
833.753986,38.22
474.761092,38.22
479.266207,38.22
595.332413,38.22
631.266944,38.22
840.896508,38.22
746.802511,38.22
590.807093,38.22
877.426821,38.22
843.044154,38.22
470.269754,38.22
449.777076,38.22
593.274844,38.22
465.292559,38.22
795.364843,38.22
689.857314,38.22
874.909941,38.22
408.23471,38.22
532.254504,38.23
456.584513,38.23
643.340966,38.23
472.263999,38.23
697.000392,38.23
626.95036,38.23
644.301841,38.23
466.26003,38.23
410.559416,38.23
667.335349,38.23
478.252986,38.23
444.263467,38.23
779.876432,38.23
623.817324,38.23
783.377419,38.23
699.967028,38.23
572.282397,38.23
677.28631,38.23
401.226885,38.23
460.229624,38.24
570.749875,38.24
661.851166,38.24
715.304255,38.24
455.261259,38.24
687.308397,38.24
435.24913,38.24
550.314554,38.24
584.256902,38.24
825.925925,38.24
494.595078,38.24
551.730817,38.24
575.955334,38.24
499.266018,38.24
835.910275,38.24
501.272355,38.24
811.864342,38.24
716.801151,38.24
517.236592,38.24
749.998262,38.24
819.368106,38.25
475.251088,38.25
547.286422,38.25
443.726195,38.25
737.850121,38.25
483.250557,38.25
556.792066,38.25
589.762648,38.25
590.333278,38.25
595.760963,38.25
636.581241,38.26
564.312011,38.26
458.284734,38.26
852.371377,38.26
852.383953,38.26
593.276446,38.26
593.266304,38.26
564.288202,38.26
462.236395,38.26
690.309331,38.26
771.371542,38.26
472.219966,38.26
918.903376,38.26
415.226214,38.26
446.729792,38.27
665.317688,38.27
606.763702,38.27
539.922754,38.27
440.257849,38.27
567.96042,38.27
431.591051,38.27
495.253999,38.27
509.308209,38.27
673.364107,38.27
571.82442,38.27
439.740159,38.27
464.248349,38.27
570.587154,38.27
464.248349,38.27
679.303003,38.27
683.309477,38.27
520.558469,38.27
463.240524,38.27
529.303655,38.28
825.708771,38.28
515.626712,38.28
515.590327,38.28
647.790252,38.28
408.891389,38.28
515.266961,38.28
551.29857,38.28
711.826843,38.28
806.899908,38.28
828.918632,38.28
585.317294,38.28
604.944218,38.28
586.289168,38.28
719.343183,38.28
985.906944,38.28
581.796194,38.28
543.266744,38.28
547.261653,38.28
507.261122,38.28
674.806099,38.28
667.283234,38.28
430.229624,38.28
483.256174,38.28
581.801142,38.29
519.602455,38.29
544.28018,38.29
554.776416,38.29
428.761229,38.29
675.663886,38.29
558.318971,38.29
442.243322,38.29
455.924758,38.29
590.805173,38.29
700.311548,38.29
561.81693,38.29
990.992328,38.29
630.351334,38.29
407.245078,38.29
620.97222,38.29
558.834788,38.29
477.721109,38.29
443.250694,38.3
686.364972,38.3
763.865336,38.3
754.857808,38.3
625.926794,38.3
478.259051,38.3
443.706317,38.3
851.363552,38.3
858.431572,38.3
442.700177,38.3
535.25839,38.3
498.243263,38.3
500.226225,38.3
500.226225,38.3
770.370263,38.3
775.867022,38.3
773.351736,38.3
639.785492,38.3
567.75842,38.31
454.745442,38.31
933.862724,38.31
521.260933,38.31
601.342977,38.31
495.256174,38.31
580.301309,38.31
505.251088,38.31
402.216517,38.31
402.216517,38.31
413.554442,38.31
509.309895,38.31
404.8839,38.31
566.309469,38.31
610.319502,38.31
508.798009,38.31
514.254944,38.31
580.81151,38.31
565.806228,38.31
533.238809,38.31
564.834788,38.32
713.346445,38.32
536.921965,38.32
537.942366,38.32
474.575906,38.32
424.72926,38.32
523.266018,38.32
500.792923,38.32
493.251088,38.32
494.237458,38.32
507.569658,38.32
753.899179,38.32
428.86781,38.32
667.32839,38.32
510.561157,38.32
668.366984,38.32
725.329938,38.32
540.266404,38.32
445.741845,38.32
965.413439,38.32
558.306395,38.32
492.723129,38.32
629.367318,38.32
452.740356,38.32
480.719758,38.33
453.210564,38.33
744.329118,38.33
489.757495,38.33
573.785492,38.33
593.314751,38.33
691.994584,38.33
844.405357,38.33
621.335487,38.33
559.604413,38.33
748.375348,38.33
541.750398,38.33
486.267073,38.33
682.329741,38.33
542.266855,38.33
432.243317,38.33
797.870147,38.33
593.245677,38.33
527.581786,38.34
910.437051,38.34
451.2531,38.34
649.62823,38.34
692.877527,38.34
769.708154,38.34
540.272021,38.34
458.747984,38.34
611.819335,38.34
721.883529,38.34
608.301841,38.34
781.365701,38.34
598.808247,38.35
583.806228,38.35
598.806562,38.35
682.843873,38.35
550.788369,38.35
515.288005,38.35
414.214197,38.35
505.743096,38.35
421.863276,38.35
504.619112,38.35
508.577931,38.35
596.797545,38.35
949.123912,38.35
696.345391,38.35
582.271695,38.35
640.298549,38.35
695.83519,38.35
515.264196,38.35
706.838925,38.35
537.587483,38.35
429.880273,38.35
502.761623,38.35
803.371614,38.35
542.907282,38.35
745.882861,38.35
587.309134,38.36
814.891748,38.36
519.776939,38.36
528.96299,38.36
530.287671,38.36
547.752084,38.36
460.944264,38.36
489.257859,38.36
574.296361,38.36
738.367189,38.36
593.824952,38.36
699.362233,38.36
573.293484,38.36
838.397729,38.36
636.796391,38.37
841.867947,38.37
496.263999,38.37
621.276977,38.37
447.710545,38.37
688.849489,38.37
486.297841,38.37
435.214086,38.37
531.782556,38.37
795.889974,38.37
577.277834,38.37
640.833308,38.37
439.562832,38.37
535.252774,38.37
641.799565,38.37
642.27338,38.37
688.662723,38.37
648.646172,38.37
455.255642,38.37
763.01336,38.37
763.839516,38.37
767.364312,38.38
572.285659,38.38
567.29558,38.38
771.897168,38.38
429.763438,38.38
520.766571,38.38
521.235438,38.38
405.895917,38.38
404.71361,38.38
406.19749,38.38
779.333543,38.38
409.556907,38.38
505.739833,38.38
783.655901,38.38
545.271498,38.38
417.221799,38.38
679.836579,38.38
792.710669,38.38
564.842416,38.38
575.273183,38.38
659.325316,38.38
684.349322,38.38
476.217345,38.38
741.646677,38.39
658.838256,38.39
581.334955,38.39
478.798009,38.39
424.559193,38.39
514.294628,38.39
436.899773,38.39
469.225774,38.39
503.255316,38.39
543.895042,38.39
589.799268,38.39
709.85972,38.39
507.592791,38.39
586.829703,38.39
586.614866,38.39
712.340306,38.39
588.782564,38.39
552.636943,38.39
750.348996,38.39
518.769782,38.39
530.269478,38.39
489.907322,38.4
467.24913,38.4
734.308148,38.4
725.673555,38.4
469.927834,38.4
736.684454,38.4
470.91604,38.4
514.256371,38.4
414.750527,38.4
630.830765,38.4
509.929404,38.4
430.71837,38.4
873.436854,38.4
562.806562,38.4
481.269281,38.4
422.742368,38.4
423.899439,38.4
877.939033,38.4
618.652376,38.4
435.723121,38.4
440.232167,38.4
576.977522,38.4
743.851372,38.41
499.266018,38.41
458.740356,38.41
462.737282,38.41
682.317165,38.41
642.278997,38.41
640.626555,38.41
640.960925,38.41
874.904667,38.41
755.653498,38.41
561.300442,38.41
763.369398,38.41
649.000609,38.41
764.71201,38.41
567.776613,38.41
775.314099,38.41
772.845232,38.41
607.822409,38.41
465.601616,38.42
580.319502,38.42
579.791109,38.42
579.632415,38.42
721.817718,38.42
751.383893,38.42
611.819335,38.42
600.823897,38.42
652.322439,38.42
516.930639,38.42
930.721633,38.42
509.279126,38.42
487.91263,38.42
476.249019,38.42
606.319314,38.42
513.737291,38.42
533.269812,38.42
434.223288,38.42
680.390793,38.42
663.34209,38.42
537.277303,38.42
437.726195,38.42
661.807587,38.42
634.808247,38.42
715.878581,38.42
538.281159,38.42
537.766048,38.42
615.616324,38.42
705.870422,38.43
453.755809,38.43
554.251285,38.43
525.250557,38.43
587.79788,38.43
556.285128,38.43
707.357679,38.43
667.825346,38.43
543.261876,38.43
468.73402,38.43
725.001672,38.43
595.305341,38.43
564.58385,38.43
489.219788,38.43
539.288005,38.44
563.939461,38.44
431.720578,38.44
559.956675,38.44
736.029785,38.44
435.582221,38.44
478.949127,38.44
501.272355,38.44
527.255316,38.44
691.671375,38.44
498.744584,38.44
